지점ID,매점명,주소,전화번호,위도,경도
280626,청천푸르지오점,"인천 부평구 세월천로 34 1층 124호(청천동, 대우프라자)",,37.513261812583,126.70561477128
280625,문정이엠365점,서울 송파구 새말로8길 21-1 1층(문정동),,37.4808290508007,127.126870610466
279755,양평양수리점,경기 양평군 양서면 양수로 149 1층,,37.5441565558745,127.319599548828
278745,퇴계원남한강마트점,경기 남양주시 퇴계원읍 퇴계원로6번길 21 (퇴계원리),,37.6486985177984,127.143155759258
278493,안양신원타워점,"경기 안양시 동안구 전파로 88 1층 105호, 117호, 118호(호계동,신원비젼타워)",,37.3893873786035,126.942557408975
278452,울산함월점,울산 중구 함월22길 7 1층,052-710-5737,35.5783825707827,129.317626163618
277910,삼성전자평택사무3동점,경기 평택시 삼성1로 469 사무3동 2층,,37.0414128868845,127.056325198968
277905,성수코리아IT점,"서울 성동구 성수일로12길 26 1층 106호, 107호",070-4155-4100,37.5478797810661,127.053792307183
277831,안산다문화거리점,경기 안산시 단원구 원본로 25 1층 일부(원곡동),031-491-8989,37.3306880606098,126.792686389928
277795,화성향남2지구점,경기 화성시 향남읍 상신하길로298번길 11 106호,031-353-3305,37.1147622065392,126.911064445334
277794,석촌호수서호입구점,서울 송파구 삼학사로19길 2 1층 101호(삼전동),02-6268-8842,37.5058979833432,127.096959573323
277400,서울중구청점,서울 중구 창경궁로 21 104호(예관동),,37.5644780299472,126.998003267797
277399,전주신라스테이점,전북특별자치도 전주시 완산구 현무1길 10-15 1층(경원동3가),063-231-6161,35.8199436298456,127.148322144433
277398,용인수지고점,경기 용인시 수지구 수풍로 93 다온빌에이동 1층 101호,,37.3321286420581,127.093336459373
276972,원주개운점,강원특별자치도 원주시 남원로 612 (개운동),,37.33785991574,127.951511927709
276971,광주양산우미점,광주 북구 양산로 15 1층 101호(양산동),062-417-7070,35.2110791361119,126.876141020554
276593,천안종합운동장점,충남 천안시 서북구 백석3로 43,,36.8218792989277,127.116402818814
276378,나주루멘하임점,"전남 나주시 그린로 325 1동 102호(빛가람동, 부영프라자)",061-334-3111,35.0155583326338,126.794742038979
275820,시흥물왕호수점,"경기 시흥시 산현마을길 58 1층 102호(산현동, 청담트윈스2)",070-4032-7457,37.3764504699754,126.845231324864
275701,천안두정먹자골목점,"충남 천안시 서북구 두정로 168 1층 103호(두정동, 은혜빌딩)",041-418-9645,36.8335623272183,127.135475873599
275602,청주비하효성점,충북 청주시 흥덕구 2순환로1050번길 13-1,043-902-7327,36.640866429385,127.421544043515
275598,광주상무시민공원점,"광주 서구 상무공원로 92 101호(치평동, 대주상가)",062-385-3526,35.1523574892284,126.843190105721
275467,삼척정상점,"강원특별자치도 삼척시 동해대로 4044-10 1층(정상동, 꿈꾸는뜰)",,37.4414980402606,129.178572095881
275463,창원힐스테이트더퍼스트점,경남 창원시 성산구 대상중앙로 10 일원  대상힐스테이트창원더퍼스트 128동 102호,055-715-1779,35.223724321018,128.671141501974
275454,완주이서점,전북특별자치도 완주군 이서면 이서로 90-7 1층 가운데 호실,063-222-4213,35.8201958040913,127.026868938916
275453,안양중앙시장점,경기 안양시 만안구 냉천로193번길 12 1층 일부호(안양동),031-466-1727,37.397042177474,126.918851651783
275451,과천래미안슈르점,경기 과천시 별양로 28 상가동 1층 1010호,070-7798-5129,37.4211854985339,126.991242601845
275366,전주삼천남양점,전북특별자치도 전주시 완산구 삼천천변1길 34 111동 106호,,35.7949999964588,127.114462974123
274734,수내돌고래시장점,"경기 성남시 분당구 돌마로356번길 3 (수내동, 그랜드빌딩)",031-715-3872,37.3697248747272,127.12333496297
274732,영암삼호현대점,전남 영암군 삼호읍 신항로 120 1층,061-461-5555,34.7484982201675,126.375922040737
274592,곤지암삼리점,경기 광주시 곤지암읍 평촌길 30-3 1층,,37.3566131845307,127.325851599314
274591,국회의사당역점,서울 영등포구 국회대로 780 1층 118호,,37.5298309198,126.919265654284
274583,청주강내점,충북 청주시 흥덕구 강내면 가로수로 538 1,043-904-4900,36.6211438568932,127.357346689619
274574,경산펜타힐즈점,"경북 경산시 펜타힐즈2로 65 1층 112호 (중산동, 펜타힐즈더원)",070-4797-4944,35.8295194625216,128.719944485127
274079,화성석포점,경기 화성시 팔탄면 석포로 10-2 2층 일부호,,37.13163507394,126.842634469926
274013,제주일도인제점,제주특별자치도 제주시 고마로 101 1,,33.5054070069096,126.541426347689
274007,광주금호중학교점,광주 서구 금부로 97 1층 (금호동),062-373-3777,35.1398773630369,126.859599497682
273901,파주별하람마을점,경기 파주시 가람로 121-1 1층 103호,,37.7400549605681,126.760059865709
273900,약수역2번출구점,서울 중구 다산로 147 1층(신당동),02-3298-5013,37.5569646047173,127.011602541632
273899,동탄숨마데시앙점,"경기 화성시 동탄신리천로3길 71 상가동 105, 106호",,37.1820104325477,127.134840586645
273588,병점역복합타운점,"경기 화성시 병점노을4로 19 1층 117호(병점동, 골든스퀘어1)",,37.2055285247338,127.030894480426
273587,광주수완성덕점,광주 광산구 장덕로 48 1층 101호(장덕동),062-961-4090,35.1946606690033,126.814960453034
273144,영덕군청점,경북 영덕군 영덕읍 군청길 109,054-733-1255,36.4143426917992,129.3673225743
267563,창원동정점,"경남 창원시 의창구 서상로 33 (서상동, 오성상가)",,35.2630837634145,128.616587687566
267560,판교역점,경기 성남시 분당구 대왕판교로606번길 31 1층 118호,,37.3966887360553,127.110662408872
267559,광주전남대생활관점,광주 북구 용봉로 77 전남대학교생활관공용동 1층 (9호관),062-716-5930,35.1739175430866,126.911235470135
266875,원주단계공원점,강원특별자치도 원주시 무실로 174 (단계동),033-735-2359,37.3412681337218,127.939799424267
266874,천안삼거리공원점,충남 천안시 동남구 충절로 369 113,041-415-1774,36.7703431157798,127.260916521855
266762,대구알파시티점,대구 수성구 알파시티2로 24 102호,053-218-2118,35.8395759792762,128.691829728511
266761,이문래미안라그란데점,"서울 동대문구 이문로35길 12 근린생활시설C동 110호(이문동,래미안라그란데아파트)",070-4010-7114,37.599823362368,127.061241161796
266760,천안4공단점,충남 천안시 서북구 직산읍 상덕로 6 1층 105호,070-4231-1422,36.8679947679382,127.118091755368
266697,진해마천공단점,"경남 창원시 진해구 남영로 557 (남양동, 오예통통집)",070-4333-8874,35.1196739781677,128.781646401854
266696,광주운천역점,광주 서구 상무민주로5번길 21 1층 109호(쌍촌동),062-714-3372,35.1506417132667,126.856468982162
265962,잠실본동점,서울 송파구 백제고분로18길 3,,37.5047757440376,127.085081149732
265956,대전관저월드프라자점,대전 서구 관저북로 25 104호,042-719-8227,36.3039889288776,127.336744208004
265946,석전KS마트점,경남 창원시 마산회원구 북성로 262 (석전동),,35.2301397560298,128.567701747624
265945,대구동성로중앙제일점,대구 중구 중앙대로 394 1층(남일동),070-8872-2002,35.8683261440927,128.593973022676
265887,성신여대입구역6번출구점,서울 성북구 아리랑로 6 (동선동4가),,37.5933250037065,127.016554554005
265322,총신대입구역1번출구점,서울 서초구 동작대로 128 2층(방배동),02-3478-9033,37.4878938385008,126.982604987582
265320,컴포즈커피 나주남평로중앙점,전남 나주시 남평읍 남평2로 54-1 좌측코너,061-930-8891,35.0470336995685,126.842015223759
265316,삼성전기세종사업장점,세종특별자치시 연동면 삼성길 25 삼성전기 세종사업장 한울림프라자 2층 일부,,36.5406489816549,127.334292714623
265315,정읍시기코아루점,전북특별자치도 정읍시 정읍남로 1393 (시기동),063-536-8542,35.5585723018327,126.854638213319
264561,익산원광대점,전북특별자치도 익산시 무왕로 894 103호(신동),063-841-1122,35.9635570015653,126.95775241464
264560,경동시장사거리점,서울 동대문구 고산자로 420 힐스테이트 청량리 메트로블 125호,,37.5771553592083,127.038746521172
264559,전주서신쌍용점,"전북특별자치도 전주시 완산구 당산로 11-1 상가2동 1층 1호, 2호(서신동, 쌍용서신아파트)",,35.8327883967724,127.10937631345
264558,엄궁초점,부산 사상구 엄궁북로 23 1층(엄궁동),051-714-5657,35.1286392146005,128.972884536299
264557,신포로데오점,인천 중구 개항로 9-1 1층(중앙동4가),,37.4714042648041,126.623802333892
263818,인천계산도두리점,인천 계양구 용종로 2 108,070-8866-1103,37.5340079939903,126.741463532554
263459,안산와동점,경기 안산시 단원구 와동공원로 134 1층 일,031-411-1333,37.3433739524306,126.821611814616
263075,인천정석빌딩점,인천 중구 서해대로 366 정석빌딩 신관 1층,032-710-5349,37.4596230877545,126.632658908323
263072,인천작전행운점,인천 계양구 장제로 708 103호,032-282-9090,37.5310010641257,126.734266689608
262682,은평대림시장점,서울 은평구 응암로 180 (응암동),02-6956-4589,37.5880606193782,126.917032662931
262678,행주산성나루터점,경기 고양시 덕양구 행주산성로 190 1층(행주외동),,37.6026231902021,126.815226152313
262643,춘천강원대공과대학점,강원특별자치도 춘천시 백령로 67 1층,,37.8695074021596,127.737698090137
262021,대구교동점,대구 중구 국채보상로123길 16 1층,070-8722-8851,35.87142299026,128.597616736111
261942,횡성알프스점,강원특별자치도 횡성군 우천면 한우로 1270 (우항리),,37.4595171550729,128.066612485342
261911,연대서문점,서울 서대문구 성산로17길 39 (연희동),,37.5639501090353,126.93292234103
261909,수원못골시장점,경기 수원시 팔달구 중부대로39번길 6 1층,031-254-0100,37.2754878058534,127.021431282304
261907,양주덕계역점,"경기 양주시 덕계로4길 4 104호(덕계동,케이타워)",,37.8176909043632,127.057042259855
261906,울산선암점,울산 남구 두왕로154번길 29 1층(선암동),052-265-0725,35.5144630855721,129.310302926524
261905,의왕스마트시티퀀텀점,경기 의왕시 광진말로 54 S동 127호,031-8058-8085,37.3209328118125,126.940659894464
261084,창녕영산점,경남 창녕군 영산면 영산장마로 745 1층,055-521-1056,35.4575088786328,128.525346062282
260758,광양태인점,전남 광양시 삼봉산로 5 D동 3호(태인동),061-795-0808,34.9351538636874,127.745817594625
259470,군산나운영창점,"전북특별자치도 군산시 의료원로 131 상가2동 101호(나운동, 영창아파트)",063-468-1526,35.9577530556328,126.701564918985
259469,대천해수욕장점,충남 보령시 머드광장로 14 (신흑동),,36.3159881906388,126.51255588185
259468,학익시티오씨엘1단지점,"인천 미추홀구 학익로 116 126동 1층 (학익동, 시티오씨엘1단지)",070-4833-6173,37.4419513843446,126.643265425669
259154,전주신일강변점,전북특별자치도 전주시 완산구 강변로 98-1 1층,,35.7999761012301,127.113843057356
259153,청주율량사천점,충북 청주시 청원구 율봉로 97 104호,043-216-3069,36.6669069992313,127.480094458769
259129,천안직산점,충남 천안시 서북구 직산읍 아랫말1길 17 (삼은리),041-582-0101,36.8775747637349,127.150519317676
259078,청주커넥트현대점,충북 청주시 흥덕구 2순환로 1225 6층 616호,,36.6269631809148,127.430731962744
259075,안산목내점,경기 안산시 단원구 별망로 453 1층 104호,070-7537-3259,37.3040412881406,126.775451572785
258691,전주상산타운점,전북특별자치도 전주시 완산구 거마평로 121 상가 2동 1층 102호,063-221-6008,35.803341510073,127.116568049124
258453,인천송도유원지점,인천 연수구 인권로 11 1층,070-4066-3531,37.4188396758243,126.651534117879
258261,서울올림픽파크포레온점,"서울 강동구 양재대로 1319 1층 103호(성내동, 대성빌딩)",,37.5241954271851,127.134439064819
258216,울산삼호점,울산 남구 어은로 33-1 1층(무거동),052-277-0326,35.552220414411,129.274483941864
258157,마산산호베스티움점,"경남 창원시 마산합포구 회원천북길 491 1층 103호(산호동, 산호베스티움상가)",070-8230-0915,35.2092326616502,128.581877323665
258156,속초수복탑사거리점,강원특별자치도 속초시 중앙로 216 1층,,38.2097130963606,128.593311225597
258155,천안성정롯데점,충남 천안시 서북구 성정두정로 12,041-903-1115,36.8265771178337,127.141513875988
258154,성남법원점,경기 성남시 중원구 산성대로 456-1 1층 전체(금광동),070-7626-5244,37.4523597632825,127.160621037377
258149,시흥옥구점,"경기 시흥시 정왕대로 64 129,130호(정왕동, 메가쇼핑몰)",031-498-0915,37.3542509037182,126.723528822124
257107,원주엔터비즈타워점,강원특별자치도 원주시 입춘로 45 1층 148호,,37.32767880959,127.978389908755
257104,의정부부대찌개거리점,경기 의정부시 태평로133번길 20 1층(의정부동),,37.7443258924342,127.050000836188
257100,광명트리우스점,경기 광명시 광이로 96 2단지내 상가 3동 104호,02-6953-6565,37.4850286802383,126.861368524334
256466,금곡북부소방서점,부산 북구 효열로 275 1층(금곡동),051-363-8331,35.2672000808962,129.018347180749
256261,경희외국어대학관점,경기 용인시 기흥구 덕영대로 1732 외국어대학관내 1층,,37.2398001522416,127.081198790803
256128,목동문화체육센터점,서울 양천구 목동중앙본로 68-1 목동근생및다가구주택 1층 좌측점포,02-2644-4550,37.5419076516506,126.869331411769
256061,신림신화교점,서울 관악구 신림로 199 1층(신림동),,37.4755283029632,126.936194282286
256060,평택브리티시고덕점,경기 평택시 고덕국제대로 77 1314호,,37.0443559204264,127.041883008056
255919,에코델타푸르지오점,부산 강서구 에코델타1로 66 상가동 105호,070-8691-3585,35.1476705701951,128.91469842294
255918,서천장항점,충남 서천군 장항읍 장서로 66 (창선2리),,36.013697235639,126.698867164138
255917,광주흑석중흥점,광주 광산구 풍영로145번길 15 상가동 1층 101호,,35.1841539226972,126.813415158946
255859,이천관고시장점,경기 이천시 영창로 162 1층,,37.2815687075818,127.440516110898
255855,경희전자국제점,경기 용인시 기흥구 덕영대로 1732 108호 전자정보대학관,070-8287-1564,37.2398001522416,127.081198790803
255850,인천논현중앙점,인천 남동구 논고개로136번길 5-11,070-4694-2084,37.4038918861671,126.724530874795
255459,나주동강농협주유소점,전남 나주시 동강면 남악동강로 1432 (월양리),061-335-5182,34.929931420697,126.567034082501
254795,일산문화광장점,"경기 고양시 일산동구 중앙로1275번길 38-10 1층 103호(장항동, 우림로데오스위트)",031-932-0699,37.659914452377,126.770892649054
254794,마곡아이파크디어반점,"서울 강서구 마곡중앙8로7길 57 B동 1층 111호(마곡동, 마곡아이파크 디어반)",070-7585-6865,37.5661908750068,126.839184670321
254616,동탄영천골드프라자점,"경기 화성시 동탄영천로 81-5 1층 111호(영천동, 골든프라자)",,37.2096911075296,127.102974026011
254615,대구수성보성타운점,대구 수성구 수성로 412 117동 102호,070-7777-5792,35.8619910023338,128.614492153972
254614,평택칠원하모니점,경기 평택시 새말로 17 1층(칠원동),031-665-1752,37.0284531149181,127.103685601018
254552,나주송월부영점,전남 나주시 나주로 41-17 상가동 101호,061-331-8111,35.0241195855255,126.714979384392
254549,광주운암미라보점,"광주 북구 서강로 155 상가동 9호, 20호(운암동, 미라보아파트)",062-522-1106,35.1846934752545,126.876331370468
254021,구서역점,부산 금정구 구서로 11,0503-5260-9495,35.2465832258434,129.089626908624
253993,동대신동점,부산 서구 구덕로315번길 10-8 1층,051-253-0901,35.1122460078993,129.016211541875
253987,부산시민회관점,부산 동구 조방로 14 125호,0507-1315-1614,35.1387281351032,129.06345343296
253986,부산대2호점,부산 금정구 금강로 248-10,051-581-1102,35.2300315089077,129.085417487083
253796,원주무실제일풍경채점,강원특별자치도 원주시 무실로 353-2 근린생활시설 2동 111호,,37.3307339272402,127.932283139509
253795,익산삼기농협로컬푸드점,전북특별자치도 익산시 삼기면 하나로 1334,8:30 - 20:00,36.0374279409151,126.983312780337
253377,아산온양농협하나로점,충남 아산시 남부로 246,041-533-0450,36.770398975553,127.009381420193
253372,숭의오거리점,인천 미추홀구 독배로 437 101호(가우디),,37.4585694220288,126.648650660256
252594,양평용문점,경기 양평군 용문면 용문로 356 (다문리),031-771-8410,37.4841661027,127.593382224252
252593,신검단중앙역점,인천 서구 고산후로 222 푸리마더타워 103호,032-563-2722,37.6034771237195,126.698913229224
252508,아산세교행복타워점,충남 아산시 배방읍 세교중앙로 36 행복타워2 107호,041-534-1210,36.7788771671572,127.093838075942
252480,광주신안점,광주 북구 무등로202번길 42 (신안동),062-522-7111,35.1633555764244,126.904551480025
252470,안성죽산점,경기 안성시 죽산면 죽주로 242 (죽산리),,37.0744468187041,127.422245982233
252468,부천대사거리점,경기 부천시 원미구 장말로 314-3 1층,,37.490869533859,126.776901825944
252462,서천특화시장점,충남 서천군 서천읍 충절로 34 (군사리),,36.0753693911809,126.68639508013
252243,인천루원복합청사점,인천 서구 봉오재3로 130 106호,,37.5270880767822,126.67384522312
252242,인하대문화거리점,인천 미추홀구 인하로 73 (용현동),070-4632-7168,37.4514599501627,126.656475010522
252027,대림대학교홍지관점,경기 안양시 동안구 임곡로 29 대림대학 종합강의동(홍지관) 2층,,37.4032913499382,126.930684164957
251239,울산효문공단점,울산 북구 효자로 107-1 1층,,35.5708830917943,129.367216432364
251238,군산지곡점,전북특별자치도 군산시 신지길 11 1층 102호(지곡동),063-468-7111,35.9585738143748,126.70561653859
251237,대전배재대학교점,"대전 서구 배재로 155-40 (도마동, 배재대학교)",,36.3232382774419,127.366074460163
251192,창원대학교점,경남 창원시 의창구 퇴촌로 41 1층,055-286-3534,35.2422144274746,128.68964467544
251003,파주상지석점,경기 파주시 운정로 139 1층,,37.7214425461987,126.781164598609
251002,거제상동다이소점,경남 거제시 상동5길 91 1층,055-950-3073,34.8628109446859,128.631524639713
251001,인천대공원점,인천 남동구 무네미로 238,032-467-0500,37.4585938313615,126.751967126768
250137,일산차병원점,경기 고양시 일산동구 중앙로 1205 일산차병원 2층 208호실,070-8899-5411,37.654131720459,126.775737399414
249791,킨텍스역꿈에그린점,경기 고양시 일산서구 킨텍스로 240 판매시설동 1층 128호,031-819-0101,37.6658756486743,126.751042108317
249349,군포삼성마을점,경기 군포시 삼성로20번길 4-16 (부곡동),031-392-5356,37.3368332589087,126.933904364084
249347,해방촌오거리점,서울 용산구 신흥로 89,,37.5456441361382,126.985451093754
249346,해방촌오거리점,서울 용산구 신흥로 89,,37.5456441361382,126.985451093754
249342,철산자이더헤리티지점,경기 광명시 시청로 70 철산자이더헤리티지 상가2-10호,,37.4820193247975,126.871335111183
248880,충북영동점,충북 영동군 영동읍 중앙로 41-1,043-742-6811,36.1756747588181,127.777769921177
248879,홍제폭포점,서울 서대문구 연희로 262-37,,37.5818438257072,126.936766863236
248856,무안오룡우미린점,"전남 무안군 일로읍 오룡번영1로 96 (오룡리, 오룡 우미린 더 시그니처 2차)",,34.7963626455721,126.484364644396
248847,춘천애막골점,강원특별자치도 춘천시 후석로186번길 10 (석사동),033-262-5654,37.8675213395209,127.753103084803
248843,용인호수마을점,경기 용인시 기흥구 평촌1로2번길 6-1,,37.2846893252949,127.153557088806
248840,원주천매사거리점,강원특별자치도 원주시 남원로 441-6 1층,,37.3257350684058,127.940561541578
248491,세종아름송남타워점,"세종특별자치시 보듬3로 154 1층 112호(아름동, 송남빌딩)",044-998-0486,36.5122578162982,127.242654324251
248113,진주도동점,경남 진주시 하대로 83 101호,055-752-0101,35.1932806931106,128.120760109078
248111,광주유스퀘어터미널점,광주 서구 무진대로 904 유스퀘어 내 1층,062-352-6232,35.1605756425809,126.879873116288
248106,전주에코스위첸점,전북특별자치도 전주시 덕진구 세병로 174-19 103호,063-909-6165,35.880260954572,127.13406262105
248103,시흥장현코리아프라자점,경기 시흥시 장현능곡로 1 102호,,37.3730309031412,126.790980420545
248028,홈플러스월드컵점,"서울 마포구 월드컵로 240 2층 푸드코트 내 XE, y31호",02-304-9991,37.5682884450841,126.897273034482
248024,원주치악회관점,강원특별자치도 원주시 치악로 1692 치악회관 1층,,37.3365561034611,127.961028309143
247374,인천주안남초점,인천 미추홀구 인주대로418번길 10,070-4647-4556,37.4506656543862,126.682889753031
247294,서귀포위미점,제주특별자치도 서귀포시 남원읍 태위로 99 (위미리),,33.274777749995,126.657988918231
246673,병점송화초점,경기 화성시 병점1로 66-12 1층 101-2호,070-8657-3327,37.20214705055,127.041534440889
246672,광주경안중앙점,"경기 광주시 중앙로 88 1층(역동, 대영빌딩)",070-8777-0912,37.4078048456876,127.259489650711
246671,울산반구점,울산 중구 화합로 431 (반구동),052-937-1127,35.5633429244016,129.33649445499
246666,목포옥암한라비발디점,"전남 목포시 남악2로22번길 10 상가동 102호(옥암동, 한라비발디)",061-984-0081,34.807118115824,126.453859181766
246487,안성롯데캐슬점,경기 안성시 대덕면 서동대로 4723 (신령리),070-7798-1353,37.013192557537,127.225591710796
246411,대전선화하늘채점,대전 중구 대종로594번길 51 120호,042-222-8878,36.3365042066403,127.419478191021
246408,평택세무서점,경기 평택시 죽백5로 27 105호,031-654-4135,37.0038079054278,127.118924918302
245911,순천대점,"전남 순천시 중앙로 255 48동 천연물신약연구소 1층(석현동, 순천대학교)",061-752-2688,34.9667612819538,127.480923056778
245909,대전신성자운대점,대전 유성구 유성대로1184번길 14,070-8680-1211,36.3936272404416,127.352181154324
245670,양재영동점,서울 서초구 바우뫼로41길 16,070-7720-3556,37.4812615238062,127.041300979887
245668,검단법원광장점,인천 서구 이음4로 10 102호 (검단KR법조타워2),032-202-4800,37.590901651037,126.71042741448
245286,충주호암한신더휴점,충북 충주시 호암토성2로 7 (호암동),070-8672-9658,36.9558005259113,127.93500970479
245141,동평화시장점,"서울 중구 청계천로 318 동평화1층 가동 110-2, 111-2",02-2231-7567,37.5693565845148,127.013791492597
245022,포천선단대진대점,경기 포천시 호국로 997 영일빌딩 1층,070-7537-3650,37.8539765871127,127.166037987898
244979,판교원마을점,경기 성남시 분당구 운중로 239 도메인타워 104호 (판교동),070-8211-0653,37.3898392791258,127.089800830863
244360,김해시청점,경남 김해시 호계로422번길 18-1 (부원동),055-724-3901,35.228220053743,128.887206545595
244356,순천왕지점,전남 순천시 왕궁길 43 1층,061-721-0111,34.9547640814674,127.532074663211
244349,서산해미점,충남 서산시 해미면 남문2로 154 1층,,36.710459655063,126.547811797929
244348,서울공항점,경기 성남시 수정구 대왕판교로 1210,,37.420469664296,127.101681946569
244347,검단모아엘가그랑데점,인천 서구 이음4로 93 2317동 105호,070-8698-0399,37.5930675885989,126.718832799498
244346,동탄장지점,경기 화성시 동탄장지천6길 62 1층,031-375-4529,37.1580002806067,127.108300421259
244344,용인모현에듀프라자점,경기 용인시 처인구 모현읍 백옥대로2476번길 17 애듀프라자 108호,031-338-8333,37.3447335038277,127.252762131446
243355,전남담양매화점,전남 담양군 담양읍 매화길 10 1층,061-383-8111,35.2984541105449,126.999071193806
243163,진해중원로타리점,경남 창원시 진해구 백구로 55 1층,070-4044-7088,35.1497252659516,128.659001415611
243017,평창대관령점,강원특별자치도 평창군 대관령면 대관령로 92 1층,,37.6725773149273,128.706405399573
242896,동탄더퍼스트타워점,경기 화성시 동탄기흥로 614 110호,031-8043-3145,37.2149307186729,127.094985814758
242837,광양동부농협로컬푸드점,전남 광양시 옥곡면 신금로 110 1층 컴포즈커피,061-772-7786,34.9720362730253,127.720794512685
242760,진주주약점,경남 진주시 진주대로815번길 12-2 1층일부(주약동),055-921-4433,35.1734336270678,128.092682204751
242646,광교플렉스데시앙점,경기 수원시 영통구 창룡대로256번길 50 B1층 L7호,,37.2954630286643,127.039055523597
