지점ID,매점명,매점주소,전화번호,위도,경도
1903591,울산태화루점,울산 중구 태화로 287,052-248-5720,35.5544565318933,129.306441431349
1903770,울산송정점,"울산광역시 북구 박상진11로 1 (송정동, 인터메디타워) 1층",052-710-3197,35.6003005616563,129.36381036785
1903713,울산삼산본동점,울산광역시 남구 남중로 100 (삼산동) 1층,052-977-7770,35.5431509616291,129.348456386751
1903825,인천검단법원점,"인천광역시 서구 서로3로 106 (당하동) 106, 107, 202, 203호",032-710-2774,37.5892149380137,126.707624972838
1903824,마산합성산호천점,"경상남도 창원시 마산회원구 양덕옛3길 37 (합성동, 마산학원) 1층",055-294-9794,35.235553875445,128.58148866763
1903834,덕양푸른마을점,고양시 덕양구 푸른마을로 34-11,031-966-5988,37.710274343444,126.906060086871
1903771,용인신갈DI점,경기도 용인시 기흥구 중부대로 248 (영덕동) 투썸플레이스,031-282-6573,37.2701809315175,127.094962160828
1903780,순천향대학교서울병원점,"서울특별시 용산구 대사관로 59 (한남동, 순천향대학병원) 본관 1층",010-4485-2005,37.5342808357653,127.003878033451
1903760,인천삼산사거리점,"인천광역시 부평구 평천로 398 (삼산동, 에스엠 메디칼 프라자) 103, 104, 105호",032-511-9878,37.5171973401761,126.734487128142
1903687,지제영신점,"경기도 평택시 영신2길 87 (세교동, 영신빌딩) 1층",031-652-8870,37.0201645920218,127.082748864709
1903717,아산모종점,충남 아산시 모종남로42번길 9,041-547-3257,36.7799200321287,127.024356890059
1903743,함안휴게소(순천)점,경상남도 함안군 군북면 현포로 205-1 (함안휴게소 순천방향) 함안휴게소 순천방향 투썸플레이스,055-582-5470,35.2937997061427,128.343834952504
1903556,음성성본DI점,충북 음성군 대소면 성본리 907 투썸플레이스,043-750-7970,36.9690263977953,127.536256310246
1903732,파인애비뉴점,서울 중구 을지로100,02-6031-0029,37.5656490167105,126.988142568678
1903692,영등포문래점,"서울특별시 영등포구 선유로 70 (문래동3가, 우리벤처타운2) 106호",070-7625-0105,37.5201626485833,126.890145748505
1903709,분당수내점,"경기도 성남시 분당구 황새울로258번길 31 (수내동,분당예미지빌딩) 1층 투썸플레이스",031-715-9207,37.3790490867883,127.11653579968
1903729,고양향동점,경기도 고양시 덕양구 꽃내음1길 180 (향동동),02-3159-3344,37.5984413795122,126.8901069729
1903663,광명사거리역점,경기 광명시 광명로 896,02-2615-1928,37.4788751952478,126.854507907353
1903696,용인강남대역점,"경기도 용인시 기흥구 중부대로 563 (구갈동, 사훈프라자) 103호104호",031-8005-5556,37.271370773814,127.125689500278
1903766,아산신용화점,"충청남도 아산시 어의정로 93, 1층",041-531-5007,36.7744696289144,127.006015085692
1903554,한티점,서울특별시 강남구 선릉로 338 (대치동) 1층~2층,02-6953-1250,37.4999093238639,127.051592551966
1903608,덕유산휴게소(대전)점,전북특별자치도 무주군 안성면 통영대전고속도로 148 (덕유산고속도로휴게소) 대전방향,063-353-4200,35.8176832169689,127.645824554099
1903609,덕유산휴게소(통영)점,전북특별자치도 장수군 계북면 통영대전고속도로 147 (덕유산휴게소) 통영방향,063-353-5100,35.8133678554708,127.642921192863
1903704,천안신불당파크점,"충청남도 천안시 서북구 불당34길 25-2 (불당동) 1, 2층",041-566-4410,36.8063409159124,127.106095662518
1903666,광주고산점,경기도 광주시 태봉로 226-18 (고산동) 1층,031-765-5366,37.3727434806667,127.229712097683
1903667,양재전화국사거리점,"서울특별시 서초구 논현로 167 (양재동, 해산빌딩) 1층, 2층",02-2088-0863,37.4844686075241,127.04146284697
1903693,김포걸포점,경기도 김포시 걸포2로 33 (걸포동) 2층,031-997-1511,37.6332801464516,126.703672915654
1903686,평택청북점,"경기도 평택시 청북읍 청북남로 260, 109,209호(한샘쇼핑센터)",031-681-2225,37.0223006722318,126.921741675707
1903443,양주덕계역점,경기도 양주시 덕계로 148 (덕계동) 1~2층,031-866-5333,37.8186431625114,127.053508797369
1903659,부천중동역점,경기도 부천시 부일로 322 (중동) 2층,032-614-0045,37.4881662085719,126.765802282604
1903699,부천역로데오점,경기 부천시 원미구 부일로 454,032-657-7955,37.4859323835722,126.780656691073
1903642,다산신도시점,경기도 남양주시 다산중앙로 117 (다산동) 인강E타워 1층,031-553-2356,37.623539489025,127.153150811934
1903682,오류역점,"서울 구로구 경인로 199-2, 2,3층(오류동)",02-2613-2244,37.496000303316,126.843188167963
1903656,연신내엘피스점,"서울특별시 은평구 통일로 829 (대조동, 연신엘피스) 1, 2층",02-383-5925,37.6174364303656,126.922217800547
1903671,대구영대병원역점,대구 남구 대명로 291,053-657-0887,35.8444080291623,128.587644922906
1903690,공주동학사점,충남 공주시 반포면 학봉리 716-1,042-825-4195,36.3554652341903,127.238937399736
1903573,고창고인돌휴게소(서울)점,전북특별자치도 고창군 고창읍 서해안고속도로 80 고창고인돌휴게소 서울방향,063-561-6323,35.4619581755525,126.673423320743
1903574,고창고인돌휴게소(목포)점,전북특별자치도 고창군 신림면 서해안고속도로 81 (고창고인돌휴게소) 고창고인돌휴게소 목포방향,063-561-6313,35.4684882826047,126.673734936954
1903657,천안북일점,충남 천안시 서북구 두정동 43-8,041-415-0175,36.8299092092641,127.154769142468
1903630,증미역점,"서울특별시 강서구 양천로 583 (염창동, 우림블루나인비즈니스센터) A동 110호",050-71358-5603,37.5571161918617,126.864347419732
1903593,신림서원역점,"서울특별시 관악구 신림로 247 (신림동, 동서리치) 1층",02-6085-7878,37.4774762100057,126.933603990932
1903627,마곡코엑스점,"서울특별시 강서구 마곡중앙로 143 (마곡동, 르웨스트시티) B동 1층 #6, #7",02-2261-6780,37.5647750742195,126.825252880539
1903401,인천효성풍경채점,"인천광역시 계양구 마장로544번길 10 (효성동) 제일풍경채계양위너스카이 A2 102, 103, 104, 111호",032-247-2580,37.5258138870392,126.705784583334
1903613,가산대성디폴리스점,"서울특별시 금천구 서부샛길 606 (가산동,대성디폴리스지식산업센터) 101,104호",02-861-8070,37.4799534974765,126.877008239669
1903643,서대전역점,대전광역시 중구 오류로 13-10 (오류동) 서대전역코아루써밋 102호~105호,042-533-0788,36.3217516723791,127.404549020791
1903661,영덕휴게소점,경상북도 영덕군 남정면 동해대로 3580 영덕휴게소,000-000-0000,36.2805652912544,129.376326264006
1903662,포항휴게소점,경상북도 포항시 북구 송라면 지경리 산 21-1 포항휴게소,000-000-0000,36.2616071088854,129.372086440925
1903564,투썸2.0안국,"서울특별시 종로구 율곡로 47 (안국동, 걸스카웃회관) 1-2층",02-538-2369,37.5763368424522,126.984586464645
1903632,수원율전점,경기도 수원시 장안구 서부로 2161 (율전동) 2층,031-8067-6777,37.3013009313209,126.972453965401
1903577,이천온천사거리점,경기 이천시 애련정로 99,031-636-1340,37.2795284980335,127.450073654747
1903596,과천힐스테이트중앙점,경기 과천시 중앙동 38,02-507-2200,37.4298065678084,126.990636229706
1903615,용인역북점,경기도 용인시 처인구 명지로60번길 8-10,031-323-0044,37.2316046782153,127.187884832019
1903676,미아역점,"서울 강북구 솔매로 131, 1,2층(미아동)",02-945-3001,37.6265068539351,127.026684361529
1903561,하남미사중앙점,"경기도 하남시 미사강변대로 38 (풍산동, 위너스프라자) 1층~2층",031-795-3990,37.5537365373798,127.185715981354
1903618,청주오송생명과학단지점,"충청북도 청주시 흥덕구 오송읍 오송생명로 186 오송프라자 115호, 206호",043-235-0009,36.6311150113905,127.329615865877
1903650,대구상인점,"대구광역시 달서구 월배로 202 (상인동) 1,2층",053-643-4959,35.8182115636283,128.535750099549
1903571,부산해운대좌동점,"부산광역시 해운대구 좌동순환로 177 (좌동, 제일빌딩) 1층",051-714-3310,35.1780348642828,129.175765448683
1903607,구로항동점,서울특별시 구로구 서해안로 2096 (항동),02-2625-0010,37.4797783622002,126.822891009792
1903624,경주고속터미널점,경상북도 경주시 태종로699번길 3 (노서동) 1~2층,054-776-6579,35.8389726864066,129.204383393207
1903579,제2판교테크노밸리점,"경기도 성남시 수정구 금토로80번길 22 (금토동, 트라이타워) 1층 투썸플레이스",031-698-3770,37.4060264221459,127.086876151945
1903565,미아사거리역점,"서울특별시 강북구 도봉로 52 (미아동, 연이빌딩) 1층",02-6312-6400,37.613699372646,127.03052852605
1903631,죽전1동점,경기도 용인시 수지구 현암로 162 (죽전동) 1층,031-548-1955,37.3312981018647,127.127233683006
1903566,강릉중앙점,강원도 강릉시 금성로56번길 13 (금학동),033-643-2366,37.7529735633445,128.894566660456
1903575,인천도화힐스테이트점,"인천광역시 미추홀구 염전로168번길 15 (도화동) 110,111,112,113,114호",032-715-5800,37.4769820676122,126.660873951215
1903483,청주공항국제선점,충청북도 청주시 청원구 내수읍 오창대로 980 (청주국제공항) 국제선 2층 격리구역 내,070-4154-9339,36.7220989204326,127.495928340385
1903484,청주공항국내선점,충청북도 청주시 청원구 내수읍 오창대로 980 (청주국제공항) 국내선 2층 격리구역 내,070-4154-9338,36.7220989204326,127.495928340385
1903562,양평용문점,경기 양평군 용문면 다문리 688-6,031-771-0456,37.4855287081108,127.58943455284
1903570,원주혁신H타워점,강원도 원주시 혁신로 19 (반곡동) 강원도 원주시 혁신로 19,033-733-6888,37.3250385930558,127.977051671278
1903576,인천검암점,인천광역시 서구 승학로 508,032-674-7300,37.5651833864873,126.676157447532
1903581,부산용호더블유스퀘어점,"부산광역시 남구 분포로 145 (용호동, 더블유) 1037~1040호",051-622-2377,35.1342294576999,129.111216765972
1903599,부산대정문점,부산광역시 금정구 금강로 260-2 (장전동) 투썸플레이스 부산대정문점,051-514-6366,35.2311270356584,129.085203032561
1903530,안산고잔점,경기도 안산시 단원구 고잔1길 7,031-410-0055,37.3187266632132,126.834222024355
1903584,부천소새울역점,경기 부천시 소사로 124,032-342-7003,37.4695796122852,126.796875025796
1903623,천안신불당CGV점,충청남도 천안시 서북구 번영로 201 (불당동) 102~105호,041-555-1484,36.837892221266,127.118352409357
1903402,광안역점,부산 수영구 광안동 144-11,051-753-2003,35.1572364771719,129.114061684315
1903557,광명역사점,"경기도 광명시 광명역로 21 (일직동, 고속철도광명역) 광명역 서편 1층",02-898-1584,37.4163635638303,126.884877197434
1903395,대구평리점,대구광역시 서구 서대구로 160-1 (평리동) 투썸플레이스,053-555-5588,35.8722467306195,128.555374606619
1903535,대전용산호반점,대전 유성구 용산동 740번지   103호~ 105호,042-671-1002,36.4163814544323,127.394002304218
1903496,인천호구포역점,"인천광역시 남동구 호구포로 220 (논현동, 명진프라자) 108, 109, 110호",070-7659-0235,37.4023787023584,126.710348478579
1903550,구미확장단지점,경상북도 구미시 산동면 신당리1462,054-473-7000,36.1558416842648,128.433985495945
1903610,경북영주점,경상북도 영주시 대학로 8-0 투썸플레이스 (휴천동),054-638-2333,36.8105173649555,128.62315650772
1903559,평택안중점,경기도 평택시 안중읍 안현로서8길 31-4 (현화리) 1층,031-682-3999,36.9792051208949,126.922090651644
1903528,동탄한림대병원점,경기 화성시 삼성1로 144-9,031-8050-2533,37.2170400203118,127.078444610036
1903430,부산대남점,부산광역시 남구 황령대로 486 (대연동) 10-2,051-987-9797,35.1383290276827,129.106955157313
1903468,해남읍점,전라남도 해남군 해남읍 교육청길 38 (써던힐) 1층,061-532-1700,34.5680263289743,126.608507431753
1903502,청주오창2산단점,충북 청주시 청원구 오창읍 2산단로 124,043-218-4518,36.7326978092451,127.45044358987
1903042,청주중흥마을점,"충청북도 청주시 상당구 중흥로 201 (용암동, 연세빌딩) 투썸플레이스",043-294-3474,36.6202754555779,127.514616486436
1903501,수원도이치오토월드점,"경기도 수원시 권선구 권선로 308-5 (고색동) 도이치오토월드 121호,122호",031-5174-0580,37.2580678394296,126.987838793071
1903405,투썸2.0강남,서울 강남구 역삼동 808-5 1층,02-6953-0390,37.5042028336562,127.025114088784
1903481,부산온천SK점,"부산광역시 동래구 온천장로 65번길 9 (동래3차 SK뷰 상가) 112,113,114,115",051-557-7779,35.2175614549647,129.081468459871
1903489,서대문연희점,서울특별시 서대문구 연희로 105 (연희동) 1층~2층,02-332-1470,37.5674475222111,126.931075315542
1903500,광주일곡점,광주광역시 북구 양일로 331 (일곡동) 1층,062-574-5525,35.2033176770393,126.89980727869
1903469,세종해밀점,"세종특별자치시 해밀3로 43 (해밀동, 스카이드림) 스카이드림 1층",044-868-2550,36.5285836241553,127.264491646624
1903487,대구황금점,대구 수성구 청수로 107 1층(황금동),053-765-1777,35.8405547625472,128.620064444392
1903488,김천덕곡대로점,경상북도 김천시 영남대로 2034 (덕곡동) 1층,054-911-3355,36.1173609166659,128.150845417749
1903499,화순도곡점,전라남도 화순군 도곡면 지강로 519,061-372-3377,35.0399256949315,126.904455885713
1903518,대구수성점,대구광역시 수성구 달구벌대로 2333(수성동4가),053-745-1160,35.8599296664907,128.617892559032
1903540,용인기흥구청점,"경기도 용인시 기흥구 구갈로60번길 5-1 (구갈동,다빈치 프라자) 1F,2F 투썸플레이스",031-693-6162,37.2803047969341,127.111824610891
1903480,신월사거리점,서울특별시 양천구 남부순환로 352 (신월동) 1층,070-8711-7220,37.5355644146707,126.827915323456
1903498,지축역엘스페이스점,경기도 고양시 덕양구 지정로 20 북한산엘스페이스 104호~112호,02-381-9214,37.6472457871824,126.916641552306
1903532,서울대입구역점,서울 관악구 관악로 157,02-882-5474,37.4794586323098,126.952089586254
1903506,여수시청로점,전라남도 여수시 시청로 119 (선원동),070-4224-1118,34.7723646568132,127.662185518178
1903125,치악휴게소점,강원특별자치도 원주시 신림면 치악로 416 치악휴게소 내,010-3661-2022,37.2536358076336,128.048658735614
1903410,인천원당점,인천 서구 원당대로 866,070-7576-1074,37.5932347381363,126.697661750558
1903392,청주오스코점,충북 청주시 흥덕구 오송읍 만수리 275-5 (청주오스코),043-233-5325,36.6278707768069,127.33461624884
1903457,역촌역점,서울 은평구 역촌동 27 -1,02-356-6122,37.6053078270031,126.922033151805
1903508,수원호매실점,"경기도 수원시 권선구 금곡로102번길 45 (금곡동) 1층,2층",031-297-8900,37.2722284165474,126.941916045037
1903412,부산강서자이에코델타점,"부산광역시 강서구 에코델타1로 24 (강동동, 강서자이에코델타) 강서자이에코델타 상가동 108호, 109호",051-977-1216,35.1432134027804,128.914188933677
1903384,선유도역점,서울특별시 영등포구 양평로22길 10 1층 (양평동4가),02-2678-5908,37.5384635627813,126.894647979397
1903420,가산하이엔드클래식점,서울특별시 금천구 벚꽃로24길 26 (가산동) 1층,02-2085-0155,37.4740925088201,126.888813874076
1903446,진천터미널점,충북 진천군 진천읍 중앙북1길 3,043-537-8700,36.8596280694995,127.43841579328
1903450,부산연산점,"부산광역시 연제구 반송로 30 (연산동,석산빌딩)",051-852-8338,35.1876847412241,129.084202800316
1903434,성남금광금빛점,경기도 성남시 중원구 광명로 320 (금광동) B1~1F,031-745-7774,37.4449353655423,127.161583349439
1902947,경북의성점,경상북도 의성군 의성읍 의성사곡로 4  202호,054-833-6068,36.3505182584802,128.709530691532
1903240,병점복합타운점,경기도 화성시 병점노을7로 7 (진안동) 병점아르스비아 1층 2층,031-222-7780,37.2068641105622,127.028171580969
1903433,오산세마역점,경기도 오산시 세마역로41번길 58,031-377-2406,37.1874705648396,127.041931840861
1903242,파주초롱꽃마을점,"경기도 파주시 양지로 111 (동패동) 초롱프라자 110호, 111호, 112호",031-942-2248,37.7095657220946,126.721432197636
1903436,인천논현해오름호수점,인천광역시 남동구 에코중앙로140번길 21 (논현동) 1층,032-433-4543,37.389651846926,126.725589133754
1903417,홍제삼거리점,"서울특별시 서대문구 통일로 397 (홍제동, 인왕산 한신휴플러스) B403~B408호",02-6952-8363,37.5852185401096,126.947518964239
1902743,둔촌포레온스테이션5점,"서울특별시 강동구 양재대로 1360 (둔촌동, 포레온스테이션5) B2 11호",02-2138-2379,37.5274758605763,127.137046059861
1903373,대구명덕점,"대구광역시 남구 명덕로 148 (대명동, 이랜드PEER대명2단지) 203동(상가동) 투썸플레이스",053-657-0575,35.8562898029312,128.586419118716
1903435,송도국제업무지구역점,"인천광역시 연수구 워터프런트로 150 (송도동, 더샵송도아크베이) 301동 106호, 107호",032-831-4679,37.3992288565526,126.628727327175
1903368,경복아파트사거리점,"서울특별시 강남구 봉은사로 302 (역삼동, 역삼아모제SK리더스뷰) 1층",02-6953-2551,37.5086904420291,127.039402841592
1903404,청구역점,"서울특별시 중구 다산로 185 (신당동, 신흥빌딩) 1층",02-2238-6916,37.5601736712129,127.013443806995
1903122,현대차남양연구소점,경기도 화성시 남양읍 현대연구소로 150 연구소 내 직원 및 방문객만 이용가능/외부인 출입 불가,010-4335-9203,37.1593877025653,126.813505627654
1903396,평택브리티시고덕점,"경기도 평택시 고덕국제대로 77 (고덕동, 힐스테이트고덕센트럴) 1121 1122 1123 1124호",031-666-3222,37.0443559204264,127.041883008056
1903389,동탄여울공원점,경기도 화성시 동탄기흥로 447-32 (오산동) 104 105 106 107 108호,031-372-1048,37.2008679284991,127.090032566035
1903286,천안독립기념관점,충청남도 천안시 동남구 목천읍 독립기념관로 1 (독립기념관) 투썸플레이스,041-557-0468,36.7818719998049,127.230398111736
1903335,안산한대앞역점,"경기도 안산시 상록구 광덕1로 382 (이동,덕성프라자) 경기도 안산시 상록구 이동 716-1",031-409-3377,37.3082616940569,126.85202762807
1903380,대구월광수변공원점,대구광역시 달서구 월곡로 14 (도원동) 1층 전체,053-288-8020,35.7988296275738,128.549609248702
1903378,동탄호수공원점,경기도 화성시 동탄순환대로5길 5-24 (송동) 1층 투썸플레이스 동탄호수공원점,031-375-7229,37.1665932315092,127.099438268255
1903354,부천범박점,경기도 부천시 괴안동 254-5 (양지빌딩),032-348-2300,37.4764884316032,126.812844426542
1903356,광명스마트타운점,경기도 광명시 일직로 79 (일직동) 투썸광명스마트타운,02-899-0020,37.4206760521376,126.89012201421
1903371,전주혁신도시점,전라북도 완주군 이서면 기지로 43 (갈산리) 1층 투썸플레이스 전주혁신도시점,063-236-2070,35.8386887515871,127.05686312257
1903374,의정부낙양점,경기도 의정부시 민락로 388 (낙양동) 삼도플라자 101호,031-852-3111,37.7558218237711,127.113571836078
1903408,강남자곡점,"서울특별시 강남구 자곡로 201-0  (자곡동, 강남더샵라르고)",02-6247-2011,37.4753775851032,127.104713854582
1903418,용인보정점,"경기도 용인시 기흥구 죽전로 53 (보정동, 야후빌딩) 1층~2층",031-897-1210,37.3207383262377,127.114666753616
1903293,군산역점,전북특별자치도 군산시 역전로 29 (내흥동) 1층,063-446-2228,35.9981142754016,126.75519142901
1903314,종로평창동점,서울특별시 종로구 평창문화로 169 (평창동) 1층,02-379-0112,37.6111618146251,126.977898886288
1903080,인스파이어리조트점,"인천광역시 중구 공항문화로 127 (운서동, 인스파이어) 인스파이어몰 내",070-4155-0315,37.4655300794822,126.389117686755
1903159,일산뉴코아아울렛점,"경기도 고양시 일산동구 중앙로 1206 (마두동, 뉴코아백화점일산점) 뉴코아아울렛 일산점 1층",031-902-5668,37.6545811413927,126.776836304918
1903250,평창올림픽플라자점,강원도 평창군 대관령면 올림픽로 177 (횡계리) 101호,033-333-7877,37.6671180583088,128.71025631808
1902970,청주오송2지구점,"충청북도 청주시 흥덕구 오송읍 오송생명7로 148 104호,105호,203호,204호(영광프라자)",043-233-8350,36.6205370085793,127.316328820366
1902960,경북고령점,경상북도 고령군 대가야읍 우륵로 16-1 투썸플레이스,054-954-5867,35.7312680315101,128.269603215785
1903355,춘천삼천점,강원특별자치도 춘천시 선들길 28-11 (삼천동) 1층,033-243-0430,37.865234936887,127.70351434142
1903333,안양호계사거리점,경기도 안양시 동안구 경수대로 564 (호계동) 1층,031-429-2422,37.3731688007393,126.958091349194
1903349,숙명여대점,"서울특별시 용산구 청파로47길 49 (청파동3가, 캠퍼스프라자) 1층",02-702-6792,37.5445841559546,126.967563904498
1903313,신정역점,"서울특별시 양천구 오목로 147 (신정동, 제이클래스목동주상복합) 1층 투썸플레이스 신정역점",070-4896-3939,37.5250701869996,126.853714930254
1903283,인천구월아시아드점,"인천광역시 남동구 선수촌공원로 36 (구월동,더블루시티) 1층",032-471-8310,37.4421653122498,126.710549332736
1903304,인천공항제1여객터미널4F점,"인천광역시 중구 공항로 272 (운서동, 인천공항) 제1여객터미널 4층",032-743-3405,37.458350712273,126.427699293474
1903318,인천간석점,인천 남동구 남동대로 894,032-422-0709,37.4622991004336,126.70863869154
1903348,송산휴게소점,경기도 화성시 송산면 평택시흥고속도로 25 (송산포도휴게소) 1층,031-355-1564,37.2368577299461,126.756662553529
1902793,경주감포항점,경상북도 경주시 감포읍 감포로2길 54-3 B1층~2층,054-744-7700,35.8017514508565,129.502710801182
1903158,동탄삼성SDI점,경기도 화성시 동탄오산로 29 (오산동) 동탄역 디에트르 퍼스티지 1층,1903158,37.1993103412943,127.090189650458
1903317,세종반곡수변점,세종특별자치시 반곡동  872 청춘1번가 빌딩 1층,044-863-6555,36.4994033566794,127.317517795899
1903337,성남모란역점,경기도 성남시 중원구 성남대로1148번길3,031-759-3353,37.4325323519462,127.129624031568
1903247,평택소사벌점,경기 평택시 비전5로 20-45,031-692-8788,37.0000228799452,127.11511896083
1903277,도농사거리점,경기도 남양주시 경춘로 365 (다산동) 1층,031-558-8244,37.6055687368574,127.154953466208
1903292,강동길동역점,"서울특별시 강동구 양재대로 1461 (길동, SCMEDITOWER) 1층",02-6427-2471,37.536390125858,127.139096030275
1903298,인천청라중앙점,"인천광역시 서구 청라커낼로288번길 10 (청라동,더스페이스타워) 106호",032-566-2366,37.5338560230875,126.645582631803
1903301,안성중앙대점,경기도 안성시 대덕면 서동대로 4717,031-677-6060,37.012841801917,127.224861435115
1903390,금정역점,"경기도 군포시 엘에스로 143 (금정동, 힐스테이트금정역) 1층 1008호",070-8680-6906,37.3728500250826,126.944923276711
1903252,울산화봉점,울산광역시 북구 화봉로 75 (화봉동) 1층,052-288-1298,35.588591306446,129.367333698534
1903316,신검단풍경채점,"인천광역시 서구 동화시로 112 (불로동) JS프라자2 109, 110, 111, 112, 113호",032-565-6007,37.6095766388648,126.698037871291
1903315,강서화곡신월점,서울특별시 강서구 화곡로 110 (화곡동) 1층,02-6737-2501,37.5396782364638,126.834177174613
1903254,인천용마루점,"인천광역시 미추홀구 독배로 395 (용현동, 와이지메디컬센터) 1, 2층",070-8250-2882,37.4551549082919,126.648936077163
1903258,태릉입구역점,"서울특별시 노원구 동일로 985 (공릉동, 하늘사랑교회) 1,2층",02-6953-0229,37.6180588829415,127.075202938835
1903285,파주임진각점,경기도 파주시 문산읍 임진각로 177 (임진각) 파주임진각 3층,070-4104-0018,37.8895387555879,126.740185879932
1903021,포이사거리점,"서울특별시 강남구 개포로15길 6 (개포동) B1층, 1층",02-6368-1245,37.4788279779571,127.045499168762
1903156,대전갈마점,"대전 서구 신갈마로 186, 125호(갈마동)",042-521-0788,36.3508716123058,127.368715286046
1903278,광주동명동카페거리점,광주광역시 동구 동명로 12 (장동) 한스빌딩 1층,062-234-0023,35.1500592695687,126.923067087518
1903255,잠실레이크팰리스점,"서울특별시 송파구 석촌호수로 160 (삼전동, 수연빌딩) 1층",070-7543-2304,37.5066902027774,127.094781280361
1903118,학동역점,서울특별시 강남구 학동로 177 (논현동),02-2138-1005,37.5141644770923,127.030298248998
1903239,센텀강변점,부산 해운대구 수영강변대로 278,051-783-2007,35.1838994819996,129.118996814451
1903069,아산세교와노점,충남 아산시 배방읍 세교리 1556 와노타워 1층,041-5311-0374,36.7783397408383,127.094181323584
1903162,의왕백운호수점,"경기도 의왕시 백운중앙로3길 7 (학의동) 112,113,114,115",031-423-1207,37.3716824707073,127.00286520572
1903226,인천백병원점,인천광역시 동구 염전로40번길 74 (송림동) 1층,032-710-5339,37.481766251973,126.646286491782
1903228,대구성서홈플러스점,대구광역시 달서구 달구벌대로 1467 (용산동) 성서홈플러스 B1층,053-565-1363,35.8494536056911,128.527405810027
1903261,고양삼송점,경기 고양시 덕양구 삼송로 94-22,02-371-2332,37.6503315505309,126.884088319884
