매장명,주소,전화번호,위도,경도
역삼e편한세상점,"서울 강남구 선릉로 325 (역삼동, 중앙빌딩)",02-566-5919,37.4985922447348,127.051565861863
역삼GFC점,"서울 강남구 논현로 429 (역삼동, C and C빌딩)",02-501-0656,37.4991406996959,127.037417985908
역삼대로점,"서울 강남구 테헤란로 216 (역삼동, 신웅타워), 1층",02-558-8111,37.5014432260166,127.040146004168
역삼래미안점,"서울 강남구 언주로 314 (역삼동, 강남프라자)",02-567-0656,37.4958917878081,127.046476269108
역삼럭키점,"서울 강남구 도곡로 175 (역삼동, 창림빌딩)",02-556-4515,37.4919384954051,127.03855986743
역삼문화공원점,서울 강남구 강남대로94길 75 (역삼동),02-2282-5679,37.500741728986,127.033405194664
역삼상록점,"서울 강남구 테헤란로43길 18 (역삼동, SC빌딩)",02-553-3365,37.50443389001,127.044061189914
역삼센터필드점,서울 강남구 언주로93길 20 (역삼동),02-6953-9000,37.5036079268378,127.040308776063
역삼역점,"서울 강남구 테헤란로25길 15 (역삼동), 지상 1층",02-554-9887,37.5016021207755,127.035193902283
역삼와이즈플레이스점,"서울 강남구 강남대로66길 14 (역삼동, 강남역 와이즈 플레이스)",02-566-3059,37.4916753819252,127.03198543169
역삼자이점,서울 강남구 언주로81길 6 (역삼동),02-555-8175,37.5003600931959,127.043055799448
역삼중앙점,"서울 강남구 논현로76길 10 (역삼동), 지상1층 101호",02-567-2257,37.496866422702,127.039767659821
역삼초교교차로점,"서울 강남구 역삼로 120 (역삼동, 성보역삼빌딩)",02-565-7505,37.4936151530608,127.032670618986
역삼테헤란로점,"서울 강남구 논현로85길 52 (역삼동, 역삼 푸르지오 시티)",02-501-9007,37.4981873504904,127.033813318195
영동2교교차로점,"서울 강남구 논현로28길 9 (도곡동, 유진빌딩)",02-575-5065,37.4827271767229,127.043363387843
일원맛의거리점,서울 강남구 일원로9길 7 (일원동),02-451-5559,37.4896233204893,127.082182610612
청담동주민센터점,서울 강남구 압구정로79길 47 (청담동),02-6953-0659,37.525542611473,127.050989239115
청담역점,"서울 강남구 학동로 503 (청담동, 한성빌딩)",02-545-5058,37.519180177066,127.050790458655
포스코사거리점,서울 강남구 삼성로 436 (대치동),02-569-5558,37.5058661701287,127.057576505718
학동사거리점,"서울 강남구 선릉로 752 (청담동, 태성빌딩)",02-540-5553,37.5218653296706,127.039789295382
학여울역점,서울 강남구 영동대로 219 (대치동),070-4794-8062,37.4983618218985,127.068326460722
한티역점,"서울특별시 강남구 도곡로 405 , 105호 (대치동 , 삼환아르누보2)",02-6013-5234,37.4973689050395,127.054668203745
강동구청점,"서울특별시 강동구 성내로 11, 105호(성내동)",02-477-0365,37.5305063973591,127.122167825834
강동U1센터점,"서울 강동구 고덕비즈밸리로 26 (고덕동, 강동U1센터)",02-6072-0789,37.5652057425559,127.160472742415
강동보훈사거리점,"서울 강동구 진황도로 190 (둔촌동), 1층 105호",02-477-5298,37.5292613524201,127.142992352633
강동성내점,"서울 강동구 천호대로 1078 (성내동, 씨제이나인파크), 1층 105호",02-980-1007,37.5359460061913,127.131238839368
강동역점,"서울특별시 강동구 천호대로 1107, 1층 101-1호(길동 , 강동역에스케이허브)",02-477-1803,37.5355802857957,127.134841810959
강동중흥S클래스점,"서울 강동구 올림픽로78길 60 (천호동, 강동 밀레니얼 중흥S-클래스)",02-2135-3915,37.5409734434557,127.128499316444
강동첨단업무단지점,"서울 강동구 상일로6길 39 (상일동, 강동타워)",070-8680-9658,37.5498036802654,127.175347693962
강동헤리티지점,"서울 강동구 천중로 264 (길동, 강동 헤리티지 자이)",02-6958-6875,37.5396196848963,127.149551483961
강일2지구점,"서울특별시 강동구 아리수로93나길 38, 1층(강일동)",02-429-0414,37.5719495468616,127.173931648055
강일리버파크점,"서울특별시 강동구 아리수로93길 9, 102호(강일동 , 골드프라자)",02-481-1008,37.5652410196081,127.174353860744
고덕그라시움점,"서울특별시 강동구 고덕로79길 29, 1층 107, 108호(고덕동, 고덕그라시움(제2상가))",02-2242-5555,37.5580697745547,127.164719125459
고덕래미안점,"서울특별시 강동구 아리수로50길 50, 1층(고덕동)",02-427-8587,37.5576864625383,127.148577708994
고덕베네루체점,"서울 강동구 구천면로 636 (상일동, 고덕 롯데캐슬 베네루체(상가B동))",02-427-1007,37.550181416374,127.168388688799
고덕아주점,서울 강동구 고덕비즈밸리로6길 10 (고덕동),02-6414-0110,37.5679106188659,127.158673583831
고덕역점,"서울특별시 강동구 동남로75길 13-15 , 1층(명일동)",02-427-0177,37.5536236877644,127.155504731039
굽은다리사거리점,서울 강동구 양재대로 1595 (천호동),02-6952-5911,37.5479683170985,127.143171795493
굽은다리역점,"서울특별시 강동구 양재대로 1566, 1층(명일동)",02-441-5919,37.5452239578819,127.143178881084
길동복조리시장점,서울 강동구 천중로 213 (길동),02-475-7170,37.5410020774233,127.143977803391
길동역점,"서울특별시 강동구 양재대로 1465 , 105호 (길동 , 마루홈타운)",02-410-3865,37.5368399179472,127.139314330701
길동초점,"서울특별시 강동구 명일로 210, 1층 1호(길동 , 동인빌딩)",02-477-8115,37.5372967238805,127.14609997028
둔촌1동주민센터점,서울 강동구 양재대로84길 21 (둔촌동),02-2135-8460,37.5235208273387,127.136264597342
둔촌고사거리점,"서울특별시 강동구 천호대로 1200, 1층 104호(둔촌동)",02-485-4591,37.5345568374059,127.144665419318
둔촌동역점,"서울특별시 강동구 양재대로 1355, 1층(성내동)",02-486-8881,37.5273952498819,127.135616051172
둔촌오륜포레온점,"서울 강동구 양재대로 1300 (둔촌동, 올림픽파크포레온)",02-6952-6952,37.5249677176279,127.140290598327
둔촌한산중점,서울 강동구 풍성로 245 (둔촌동),02-477-0619,37.5282605735741,127.139023801648
명일솔베뉴점,서울 강동구 구천면로 429 (명일동),02-428-0222,37.550398832671,127.146490613144
명일역점,"서울특별시 강동구 양재대로 1641, 1층 4호(명일동)",02-429-9004,37.5520908128356,127.143854955739
상일고덕점,"서울특별시 강동구 상일로 55, 108호(상일동 , 고덕자이)",02-441-1025,37.5533182082692,127.168788219773
서울대명초점,서울 강동구 구천면로 502 (명일동),02-6952-8921,37.5490441881457,127.153992291367
서울천동초점,서울 강동구 성안로 194 (길동),02-488-0516,37.540131370417,127.136839072343
선사사거리점,서울 강동구 올림픽로 816 (암사동),02-442-0502,37.5536902024317,127.129096846716
성내동농협교차로점,"서울 강동구 성안로 71 (성내동, 아이앤티(강동))",02-477-8590,37.529997886178,127.13154949367
암사롯데캐슬점,"서울 강동구 고덕로 133 (암사동, 강동롯데캐슬퍼스트아파트)",02-6949-0345,37.5552528493133,127.140347239304
암사브라운스톤점,"서울특별시 강동구 상암로 54, 상가동 1층 6호(천호동 , 브라운스톤암사아파트)",02-477-6455,37.5491960606802,127.129312254407
암사역점,"서울특별시 강동구 올림픽로 783 , 102호(암사동)",02-442-8222,37.5511436157073,127.127611666932
암사점,"서울특별시 강동구 고덕로 95 , 1층 (암사동)",02-428-2587,37.5549212409258,127.135837486371
올림픽공원북문점,"서울특별시 강동구 성안로 9, 1층 103호(성내동)",02-487-7117,37.5248440990661,127.128989542034
천호공원점,"서울특별시 강동구 올림픽로 715 , 1층",02-487-0055,37.5452866674524,127.125519124034
천호로데오점,"서울특별시 강동구 천호대로157길 23 , (천호동)",02-475-6969,37.5388691449287,127.127180922879
천호마에스트로점,서울 강동구 올림픽로 691 (천호동),02-6953-1108,37.5431272162068,127.124694566501
천호시장점,서울 강동구 구천면로 252 (천호동),02-477-0519,37.5427120739459,127.131551914654
천호역점,"서울특별시 강동구 천호대로 997 , 1층 107호 (천호동 , 신라빌딩)",02-474-7748,37.5393391659214,127.123301730964
천호주꾸미골목점,서울 강동구 천호옛14길 27 (성내동),02-477-6485,37.5361348920172,127.12700305558
천호초교사거리점,"서울특별시 강동구 구천면로 305 , 덕송빌딩 1층 (천호동)",02-470-0831,37.5469886729228,127.134344875218
강북구청점,서울 강북구 한천로139길 39 (수유동),02-6949-4210,37.6386367858644,127.025228609531
419사거리점,"서울특별시 강북구 삼양로 510, 1층 (수유동)",02-900-1288,37.6486262922504,127.014331803826
가오리역점,"서울특별시 강북구 삼양로 423, 1층(수유동)",02-905-0000,37.6412513516267,127.016597361265
강북번동점,"서울특별시 강북구 한천로109가길 4, 1층 코너(번동 , 광덕빌딩)",02-980-9889,37.6278633878214,127.042109242048
강북북부시장점,"서울특별시 강북구 한천로 981 , (번동)",02-906-9616,37.6366531842572,127.031563360793
강북시장점,"서울특별시 강북구 한천로 1059-1 , 1층(수유동)",02-908-2325,37.6412278508238,127.024740921646
강북우이시장점,"서울 강북구 한천로 1130 (수유동), 1층 일부",02-906-6566,37.6457425430797,127.019199509888
광산사거리점,"서울 강북구 노해로 87 (수유동, 광산빌딩)",02-6338-7748,37.6435875655366,127.022296540436
미아롯데점,"서울특별시 강북구 도봉로10길 38 , 1층(미아동)",02-980-6679,37.6143770545102,127.031034180833
미아삼각산점,"서울 강북구 삼양로19길 74 (미아동, 삼각산아이원아파트), 제 402동 제2층 제102, 103호",02-989-0688,37.6163962808066,127.019045509248
미아솔샘점,"서울 강북구 솔샘로 315 (미아동, 대오빌딩), 1층",02-988-8748,37.6173990785125,127.027313137218
미아수유시장점,서울특별시 강북구 솔매로45길 95,02-946-1238,37.6301576507572,127.023733985727
미아역점,"서울특별시 강북구 도봉로 201-2 , 1층(미아동)",02-988-9729,37.6266697186241,127.025616857199
미아영훈초점,"서울특별시 강북구 숭인로 39, 111호(미아동 , 송천센트레빌)",02-988-2340,37.6127409579107,127.026965197297
미아중앙점,"서울 강북구 도봉로 174 (미아동), 1층 104호",02-980-9888,37.6243888632451,127.027256903319
북한산우이역점,서울 강북구 삼양로173길 26 (우이동),02-999-1278,37.6628713610547,127.010990329412
삼양사거리점,"서울특별시 강북구 솔샘로 251, 1층(미아동)",02-988-5688,37.6197487724887,127.020622413695
삼양시장점,"서울특별시 강북구 삼양로54길 2, 1층 (미아동)",02-988-9583,37.6246812983406,127.018571854259
삼양점,"서울특별시 강북구 솔샘로 213-2 , 1층 (미아동)",02-982-9240,37.6202164047082,127.01648688841
수유대한병원점,서울 강북구 노해로 11 (수유동),02-2039-0998,37.6366169181804,127.022764410603
수유사거리점,"서울특별시 강북구 도봉로 289, 1층 (수유동)",02-989-7748,37.6341908698333,127.023048148391
수유역점,"서울특별시 강북구 오패산로 413, 1층(번동)",02-992-2089,37.6374380944199,127.026152712658
수유점,"서울특별시 강북구 도봉로 379 , 1층 (수유동)",02-996-7103,37.6410380802142,127.028441903472
수유중앙점,"서울특별시 강북구 삼양로 308, 1층(수유동 , 진주빌딩)",02-983-9080,37.6309118862839,127.018019314499
우이동점,"서울특별시 강북구 삼양로149길 10 , 1층 (우이동 , 다우에코빌)",02-999-1507,37.654094776204,127.01221496296
화계역점,"서울특별시 강북구 덕릉로 30 , 1층 (수유동)",02-983-8777,37.6339981103914,127.01688781565
강서구청사거리점,서울 강서구 우장산로15길 53 (화곡동),02-6958-8554,37.5554892817168,126.851127988993
강서구청점,"서울특별시 강서구 화곡로 326 , 1-2층 (화곡동)",02-2602-7834,37.5528039945261,126.850806271393
가양두산위브점,"서울 강서구 공항대로45길 15 (등촌동, 가양역 두산위브)",02-2659-0779,37.5562925590397,126.854556711293
가양등촌마을점,"서울 강서구 화곡로68길 36 (등촌동, 에이스에이존)",070-4027-1287,37.5585538483686,126.85659302794
가양역점,"서울특별시 강서구 양천로 492 , (등촌동, 길훈엔트런스빌)1층 105호",02-3665-6635,37.560875023018,126.854626804611
가양중앙점,"서울특별시 강서구 양천로 461, 1층(가양동)",02-2668-7528,37.5630457825024,126.852223862157
가양초점,"서울특별시 강서구 허준로 198, 1층(가양동)",02-3663-7448,37.5612915907155,126.860254088709
강서가양점,"서울 강서구 강서로 511 (가양동, 한림타운)",02-3662-8087,37.5710165391584,126.841469246972
강서등촌점,"서울특별시 강서구 공항대로61길 22, 1층(염창동)",02-2659-0002,37.5519544383823,126.865897784304
강서세무서점,"서울특별시 강서구 공항대로 103, 판매시설2동 1층 104호(마곡동 , 마곡 엠밸리 9단지)",02-2661-1042,37.5622669688172,126.81920602303
강서우림블루나인점,"서울특별시 강서구 양천로 583, 층123호(염창동 ,우림블루나인비즈니스센터)",02-2093-2121,37.5571161918617,126.864347419732
강서한강자이타워점,"서울특별시 강서구 양천로 401 , (가양동, 강서한강자이타워)",02-2638-5475,37.5657034766638,126.847638315393
개화산역점,"서울 강서구 양천로 28 (방화동, 벽산에어트리움)",02-2666-1110,37.5723030060453,126.806994113323
공항동주민센터점,서울 강서구 송정로4길 1-1 (공항동),02-6941-1893,37.5585187419014,126.810926160278
공항시장역점,서울 강서구 방화동로 49-1 (방화동),02-2661-4568,37.565179204553,126.81151114791
까치산시장점,"서울특별시 강서구 강서로18나길 1, 1층(화곡동)",02-2691-1110,37.5341860558435,126.847233713621
까치산역점,서울특별시 강서구 강서로 33,02-2697-0010,37.5307303901082,126.847048770243
등촌강서고입구점,"서울 강서구 등촌로 65 (등촌동, 동양하우징)",02-2643-3330,37.5359232687599,126.863175745302
등촌성당점,"서울특별시 강서구 공항대로41길 43 , 103호 (등촌동 , 새한프라자)",02-2659-7659,37.5599073490843,126.845540896294
마곡GMG타워점,"서울 강서구 마곡중앙6로 16 (마곡동, 마곡지엠지타워)",02-3663-2806,37.5604015515818,126.829006208171
마곡공진초점,"서울 강서구 마곡중앙1로 26 (마곡동, 엠리체), 1층 107호",02-2666-6999,37.5586282971172,126.823855000993
마곡나루역점,"서울특별시 강서구 마곡중앙5로 1길 20, 1층 113호",02-2093-6511,37.5686664592954,126.826712019131
마곡롯데캐슬르웨스트점,"서울 강서구 마곡중앙로 111 (마곡동, 롯데캐슬 르웨스트)",02-6953-0941,37.5638094509858,126.825417557789
마곡수명산점,"서울특별시 강서구 수명로 68-35, 1층(내발산동)",02-2667-1042,37.5529862473925,126.82677164429
마곡엠밸리7단지점,"서울 강서구 마곡서로 133 (마곡동, 마곡엠밸리7단지)",070-7722-0787,37.5645561030039,126.823838667719
마곡역점,"서울특별시 강서구 공항대로 190, 1층(마곡동)",02-6465-8864,37.5590423146669,126.828637182941
마곡우성타워2차점,"서울 강서구 공항대로 220 (마곡동, 우성에스비타워Ⅱ)",02-6952-6640,37.5587038045971,126.831765636495
마곡유림점,"서울특별시 강서구 강서로 419, 1층(마곡동)",02-2668-2004,37.5629853472673,126.839209217691
마곡중앙점,"서울특별시 강서구 마곡동로 62 , 111호(마곡동 , 마곡사이언스타워)",02-2659-9007,37.5605537644679,126.833890184435
마곡푸르지오점,서울 강서구 방화대로34길 80 (마곡동),02-6949-0809,37.5707308566718,126.820882605311
마곡하늬중점,"서울 강서구 공항대로 124 (마곡동, 마곡엠밸리11단지)",02-6949-3690,37.5594617880425,126.820728611421
목동사거리점,"서울특별시 강서구 곰달래로 272 , 102호 (화곡동)",02-2062-7844,37.5321869103468,126.863175330319
발산역점,"서울특별시 강서구 강서로 380 , (등촌동, 세민빌딩)102호",02-2658-4192,37.5594884014712,126.83887821316
발산중앙점,"서울특별시 강서구 우장산로2길 49 , 1층(내발산동)",02-2659-7734,37.5525410841355,126.83723400201
방화사거리점,"서울특별시 강서구 양천로 73, 1층 (방화동)",02-2661-9880,37.5737251867757,126.811826043779
방화역점,"서울특별시 강서구 금낭화로 146, 1층 107호(방화동 , 오피앙)",02-2662-1599,37.5781901549032,126.813305186149
방화중앙점,"서울특별시 강서구 방화동로 102, 1층(방화동)",02-2666-2818,37.5694621054707,126.812998823052
서울염경초점,"서울 강서구 양천로69길 58 (염창동, 염창동아아파트)",02-6953-8852,37.5552719720298,126.872960399991
송정역점,서울 강서구 공항대로 28 (공항동),02-2662-8520,37.5611463611113,126.810280495789
신방화역점,"서울특별시 강서구 마곡중앙5로 87 , 101호(마곡동 , 우성르보아투)",02-2662-7755,37.5671827578116,126.817773482836
양천향교역점,"서울특별시 강서구 강서로 471 , A동 105호(마곡동 , 엠코지니어스타)",02-3663-1798,37.5674482048077,126.840573315951
염창동점,"서울 강서구 양천로 698 (염창동, 한영빌딩)",02-3661-1811,37.5498882691482,126.873321480798
염창역점,"서울특별시 강서구 공항대로 629 , 102호 (염창동)",02-3665-7089,37.5472459349377,126.87486403523
염창점,"서울특별시 강서구 양천로 658, 1층 101호(염창동 , 양화진빌딩)",02-3661-2918,37.5523079799238,126.86991587864
우장산숲아이파크점,"서울 강서구 강서로 211 (화곡동), 1층 101호",02-2602-2220,37.5445728814837,126.837198596447
우장산역점,"서울특별시 강서구 강서로45길 6 , (내발산동)1층",02-2695-2323,37.5481028817244,126.835817470595
이대서울병원점,"서울특별시 강서구 강서로 349 , 1층 (내발산동)",02-6407-1711,37.5568874407015,126.837392387854
증미역점,"서울 강서구 양천로 564 (등촌동, 등촌동두산위브센티움)",02-2659-9991,37.5570868295233,126.861331339109
화곡곰달래점,서울 강서구 곰달래로 185 (화곡동),02-2602-1810,37.5312512304387,126.85356630326
화곡남부시장점,"서울특별시 강서구 곰달래로49길 11, 1층(화곡동)",02-2699-5088,37.5322212753215,126.857567234879
화곡본동시장점,"서울특별시 강서구 까치산로4길 3, 1층(화곡동)",02-2603-3222,37.5424936410225,126.844138758277
화곡역점,"서울특별시 강서구 화곡로 160, 1층(화곡동)",02-2065-3722,37.541170815534,126.83944684943
화곡중앙시장점,"서울특별시 강서구 가로공원로76길 73, 1층(화곡동)",02-2608-3222,37.5339952987106,126.83855303361
화곡중앙점,서울 강서구 까치산로 79 (화곡동),02-2695-9741,37.5457692637848,126.847413765001
관악구청점,"서울특별시 관악구 관악로 164, 제1층 제111호(봉천동 , 대우디오슈페리움1단지)",02-875-0888,37.4797395226756,126.952875619698
난곡신사시장점,서울 관악구 조원로 136 (신림동),02-838-8111,37.4853472303686,126.917433686744
관악KT플라자점,서울 관악구 남부순환로 1784 (봉천동),02-6012-0214,37.4814200385593,126.948449672402
관악남현점,서울 관악구 남부순환로 2060 (남현동),02-588-5553,37.476374033919,126.977525428045
관악은천삼거리점,서울 관악구 관악로 238 (봉천동),02-888-2308,37.4855327714489,126.956485401922
관악인헌시장점,"서울 관악구 봉천로 615 (봉천동), 1층 1호",02-877-0111,37.4757451261734,126.965544818355
관악청룡점,서울 관악구 쑥고개로 110 (봉천동),02-6406-8090,37.4789237592191,126.948579029548
구로힐스테이트뉴포레점,서울 관악구 조원로 25 (신림동),070-7543-0949,37.483708310871,126.905433298638
낙성대역점,"서울특별시 관악구 남부순환로 1913 , 1층(봉천동)",02-875-0656,37.4779659369405,126.962024579044
난곡사거리점,"서울 관악구 난곡로 320 (신림동, 세인빌딩)",02-851-1003,37.4826553607747,126.914620577796
난곡우림시장점,서울 관악구 난곡로 176 (신림동),02-854-4911,37.4707857553709,126.920062415015
난곡우체국점,"서울특별시 관악구 난곡로 268 , 1층 (신림동)",02-866-0605,37.477895975529,126.915517441507
난곡휴먼시아점,"서울 관악구 난곡로 60 (신림동, 산타플러스빌딩)",02-856-8885,37.4608681432511,126.919395468118
당곡역점,"서울특별시 관악구 보라매로 2, 104호(봉천동 , 신흥빌딩)",02-875-7577,37.4897213366155,126.928015774021
대학점,"서울특별시 관악구 호암로26가길 2 , (신림동)1층",02-822-0210,37.4707394033835,126.93400527027
보라매동주민센터점,서울 관악구 봉천로 281 (봉천동),070-8633-0214,37.4877270739545,126.932488744911
봉일시장점,"서울특별시 관악구 은천로 37 , 1층 (봉천동)",02-876-8090,37.4863374135421,126.939578517495
봉천e편한세상점,"서울 관악구 쑥고개로 67-1 (봉천동), 1층",02-883-0714,37.4796671951377,126.944047343162
봉천역점,"서울특별시 관악구 남부순환로 1740 , 1층 (봉천동, 명당빌딩)",02-878-8840,37.4819000975612,126.943337342715
사당역점,"서울특별시 관악구 과천대로 955, 1층(남현동 , 삼오빌딩)",02-588-0656,37.4759416445717,126.981163275417
서울남부초교점,서울 관악구 남부순환로 1541 (신림동),02-6958-8857,37.4833767772564,126.921746553492
서울대입구역점,"서울특별시 관악구 관악로 195, 제1층 제115호(봉천동 , 관악위버폴리스)",02-871-9001,37.4825638239353,126.953098728924
